Reporting org id,Reporting org name,Reporting org type,Provider org id,Provider org name,Provider org type,Receiver org id,Receiver org name,Receiver org type,Humanitarian?,Strict?,Transaction direction,Total money
gb-chc-1105851,Christian Aid,21,,,,,Network Movement for Justice and Development (NMJD),22,1,1,outgoing,197780
gb-chc-1105851,Christian Aid,21,,,,,Network of HIV Positives in Sierra Leone,22,1,0,outgoing,76843
gb-chc-1105851,Christian Aid,21,,,,,Network of HIV Positives in Sierra Leone,22,1,1,outgoing,206703
gb-chc-1105851,Christian Aid,21,,,,,Rehabilitation and Development Agency in Sierra Leone (RADA-SL),22,1,1,outgoing,165337
gb-chc-1105851,Christian Aid,21,,,,,SEND Sierra Leone,22,1,0,outgoing,25811
gb-chc-1105851,Christian Aid,21,,,,,Sierra Leone Social Aid Volunteer (SLSAV),22,1,1,outgoing,127339
gb-chc-1105851,Christian Aid,21,,,,,Youth Participation in Peace and Development Sierra Leone YPPD-SL,22,1,1,outgoing,136613
gb-chc-1105851,Christian Aid,21,,(Unspecified org),,,,,1,1,incoming,9790019
gb-chc-1105851,Christian Aid,21,,IrishAid,,,,,1,1,incoming,21454
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,,,,(Unspecified org),,0,0,outgoing,325554660
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,(Unspecified org),,,,,0,0,incoming,407412867
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,dac-1601,Bill and Melinda Gates Foundation,60,,,,0,0,incoming,20000000
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,European Commission,70,,,,0,0,incoming,10662242
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,00141,GOVERNMENT OF JAPAN,10,,,,0,0,incoming,25000000
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Government of Denmark,10,,,,0,0,incoming,1447399
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Government of Finland,10,,,,0,0,incoming,1084714
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Government of Germany,10,,,,0,0,incoming,30011244
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Government of Indonesia,10,,,,0,0,incoming,1000000
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Government of Netherlands,10,,,,0,0,incoming,1172743
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Government of Norway,10,,,,0,0,incoming,22602275
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Government of Singapore,10,,,,0,0,incoming,599984
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Government of South Korea,10,,,,0,0,incoming,3000000
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Government of Switzerland,10,,,,0,0,incoming,2056871
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Other investors,90,,,,0,0,incoming,629359
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Saudi Arabia,10,,,,0,0,incoming,2000000
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,The United Kingdom,10,,,,0,0,incoming,11747016
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,United States Agency for International Development,15,,,,0,0,incoming,4000000
no-brc-917687811,Coalition for Epidemic Preparedness innovations,30,,Wellcome Trust,60,,,,0,0,incoming,63637483
ie-chy-20009090,Concern Worldwide,22,,,,,(Direct expenditure),,0,0,outgoing,1469805
ie-chy-20009090,Concern Worldwide,22,,,,,(Direct expenditure),,0,1,outgoing,1069035
ie-chy-20009090,Concern Worldwide,22,gb-chc-1092236,Concern Worldwide (UK),22,,,,0,0,incoming,1443099
ie-chy-20009090,Concern Worldwide,22,gb-chc-1092236,Concern Worldwide (UK),22,,,,0,1,incoming,1119500
gb-chc-1092236,Concern Worldwide (UK),22,,,,ie-chy-20009090,Concern Worldwide,22,0,0,outgoing,1700692
gb-chc-1092236,Concern Worldwide (UK),22,,,,ie-chy-20009090,Concern Worldwide,22,0,1,outgoing,1099484
gb-chc-1092236,Concern Worldwide (UK),22,gb-chc-202918,Oxfam GB,21,,,,0,0,incoming,1700692
gb-chc-1092236,Concern Worldwide (UK),22,gb-gov-1,"UK - Foreign, Commonwealth and Development Office",10,,,,0,1,incoming,1099484
nl-kvk-41160054,Cordaid,21,,,,,CORDAID RCA,21,1,0,outgoing,155410
nl-kvk-41160054,Cordaid,21,,,,,La Solidarité pour la Paix et le Développement Intégré,22,1,0,outgoing,69496
nl-kvk-41160054,Cordaid,21,xm-ocha-cbpf,United Nations Office for the Coordination of Humanitarian Affairs,22,,,,1,0,incoming,300000
xm-dac-21-1,DFAT / Irish Aid,10,,,,90000,Miscellaneous,70,0,1,outgoing,133
xm-dac-21-1,DFAT / Irish Aid,10,,,,ie-chy-20009601,Trocaire,,0,1,outgoing,388851
xm-dac-21-1,DFAT / Irish Aid,10,,,,41000,"United Nations agency, fund or commission (UN)",40,0,1,outgoing,1145600
dk-cvr-20699310,Danish Refugee Council,21,,,,,(Direct expenditure),,1,0,outgoing,1307163
dk-cvr-20699310,Danish Refugee Council,21,,,,,Atlas,,1,0,outgoing,24833
dk-cvr-20699310,Danish Refugee Council,21,,,,gb-chc-1076235,BBC Media Action,21,1,0,outgoing,269830
dk-cvr-20699310,Danish Refugee Council,21,,,,gb-chc-1178168,CDAC,21,1,0,outgoing,163772
dk-cvr-20699310,Danish Refugee Council,21,,,,,Evidence Aid,,1,0,outgoing,36651
dk-cvr-20699310,Danish Refugee Council,21,,,,,Field Ready,21,1,0,outgoing,100930
dk-cvr-20699310,Danish Refugee Council,21,,,,at-uid-u74408937,Ground Truth Solutions,21,1,0,outgoing,54906
dk-cvr-20699310,Danish Refugee Council,21,,,,,HOT,,1,0,outgoing,16777
dk-cvr-20699310,Danish Refugee Council,21,,,,,HOT,,1,1,outgoing,46415
dk-cvr-20699310,Danish Refugee Council,21,,,,,IMMAP,21,1,0,outgoing,43164
dk-cvr-20699310,Danish Refugee Council,21,,,,,Insecurity Insight,,1,1,outgoing,9830
dk-cvr-20699310,Danish Refugee Council,21,,,,gb-chc-1148404,Internews Europe,21,1,0,outgoing,171928
dk-cvr-20699310,Danish Refugee Council,21,,,,gb-chc-1148404,Internews Europe,21,1,1,outgoing,64157
dk-cvr-20699310,Danish Refugee Council,21,,,,no-brc-977538319,Norwegian Refugee Council,21,1,0,outgoing,33092
dk-cvr-20699310,Danish Refugee Council,21,,,,,Sphere,,1,0,outgoing,51482
dk-cvr-20699310,Danish Refugee Council,21,,,,,TWB,21,1,0,outgoing,112562
dk-cvr-20699310,Danish Refugee Council,21,,,,,TWB,,1,1,outgoing,112610
dk-cvr-20699310,Danish Refugee Council,21,,,,,The New Humanitarian,90,1,0,outgoing,53404
dk-cvr-20699310,Danish Refugee Council,21,,,,,The New Humanitarian,90,1,1,outgoing,69905
dk-cvr-20699310,Danish Refugee Council,21,,,,,iMMAP,,1,0,outgoing,42166
dk-cvr-20699310,Danish Refugee Council,21,,Augustinus Fonden,60,,,,1,0,incoming,150789
dk-cvr-20699310,Danish Refugee Council,21,,EUTF,40,,,,1,0,incoming,2452966
dk-cvr-20699310,Danish Refugee Council,21,,Erik Thunes Legat,60,,,,1,0,incoming,11866
dk-cvr-20699310,Danish Refugee Council,21,xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,1,0,incoming,1151130
dk-cvr-20699310,Danish Refugee Council,21,,Fonden Det Nytter,60,,,,1,0,incoming,11166
dk-cvr-20699310,Danish Refugee Council,21,xm-dac-47066,International Organization for Migration (IOM),40,,,,1,0,incoming,21530
dk-cvr-20699310,Danish Refugee Council,21,xm-dac-3-1,"Ministry of Foreign Affairs, Denmark",10,,,,1,0,incoming,7370577
dk-cvr-20699310,Danish Refugee Council,21,,Novo Nordisk Foundation,60,,,,1,0,incoming,158216
dk-cvr-20699310,Danish Refugee Council,21,,Ole Kirk Foundation,60,,,,1,0,incoming,430825
dk-cvr-20699310,Danish Refugee Council,21,,Signify Foundation,60,,,,1,0,incoming,31794
dk-cvr-20699310,Danish Refugee Council,21,ch-4,Swiss Agency for Development and Cooperation (SDC),10,,,,1,0,incoming,107773
dk-cvr-20699310,Danish Refugee Council,21,,UN Habitat,40,,,,1,0,incoming,507501
dk-cvr-20699310,Danish Refugee Council,21,xm-dac-41111,United Nations Capital Development Fund,40,,,,1,0,incoming,16723
dk-cvr-20699310,Danish Refugee Council,21,xm-dac-41121,United Nations High Commissioner for Refugees (UNHCR),40,,,,1,0,incoming,1104744
dk-cvr-20699310,Danish Refugee Council,21,xm-dac-41127,United Nations Office for the Coordination of Humanitarian Affairs,40,,,,1,0,incoming,292759
dk-cvr-20699310,Danish Refugee Council,21,,United Nations Peacebuilding Fund (UNPBF),40,,,,1,0,incoming,73481
dk-cvr-20699310,Danish Refugee Council,21,us-gov-1,United States Agency for International Development (USAID),10,,,,1,0,incoming,578757
dk-cvr-20699310,Danish Refugee Council,21,us-gov-1,United States Agency for International Development (USAID),10,,,,1,1,incoming,146963
dk-cvr-20699310,Danish Refugee Council,21,xm-dac-41140,World Food Programme,40,,,,1,0,incoming,353189
dk-cvr-20699310,Danish Refugee Council,21,,World Resources Institute,90,,,,1,0,incoming,10179
dk-cvr-20699310,Danish Refugee Council,21,us-ein-95-3202116,World Vision International,21,,,,1,0,incoming,21167
xm-dac-2-10,Directorate-general Development Cooperation and Humanitarian Aid,10,,,,be-bce_kbo-0408643875,NGO Oxfam - Solidarité,22,1,0,outgoing,3770597
xm-dac-2-10,Directorate-general Development Cooperation and Humanitarian Aid,10,,,,be-bce_kbo-0461634084,NGO Rode Kruis-Vlaanderen Internationaal,22,1,0,outgoing,1341900
xm-dac-2-10,Directorate-general Development Cooperation and Humanitarian Aid,10,,,,41140,World Food Programme,40,1,0,outgoing,2320800
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-274467,ActionAid UK,21,1,1,outgoing,2247201
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-1128267,Age International UK (HelpAge International UK),21,1,1,outgoing,1117196
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-220949,British Red Cross,21,1,1,outgoing,3090937
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-285776,CAFOD,21,1,1,outgoing,1813873
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-292506,CARE International UK,21,1,1,outgoing,1194117
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-1105851,Christian Aid,21,1,1,outgoing,2917379
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-1092236,Concern Worldwide (UK),22,1,1,outgoing,1132382
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-202918,Oxfam GB,21,1,1,outgoing,7717389
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-coh-1364201,Plan International UK,21,1,1,outgoing,1705794
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-coh-213890,Save The Children UK,21,1,1,outgoing,7058642
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-265464,Tearfund,21,1,1,outgoing,1822566
gb-chc-1062638,Disasters Emergency Committee,22,,,,gb-chc-285908,World Vision United Kingdom,21,1,1,outgoing,2333244
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,fr-siret-4028868160030,ACTED (FR),21,1,1,outgoing,228500
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,,ASSOCIAZIONE INTERNAZIONALE VOLONTARI LAICI- SERVIZIO DI PACE (ITA),21,1,1,outgoing,654122
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,,Acción Contra El Hambre (ES),21,1,1,outgoing,1269444
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,be-bce_kbo-0462132150,"CROIX ROUGE DE BELGIQUE - communauté francophone, (BEL)",21,1,1,outgoing,693326
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,,CROIX-ROUGE FRANCAISE,21,1,1,outgoing,989121
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,dk-cvr-20699310,Danish Refugee Council,21,1,1,outgoing,429168
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,,FONDAZIONE TERRE DES HOMMES ITALIA ONLUS,21,1,1,outgoing,511754
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,gb-chc-1065972,IRC-UK,21,1,1,outgoing,2937845
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,1,1,outgoing,4827892
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,gb-chc-1093861,International Medical Corps UK,21,1,1,outgoing,1914567
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,xm-dac-47066,International Organization for Migration (IOM),40,1,1,outgoing,577997
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,fr-insee-32101874900127,MEDECINS DU MONDE,21,1,1,outgoing,688638
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,,MERCY CORPS EUROPE (GBR),21,1,1,outgoing,782029
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,,Medico International e.V (DE),21,1,1,outgoing,27127
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,be-bce_kbo-0460162753,Médecins Du Monde (BE) - Dokters Van De Wereld,21,1,1,outgoing,1934787
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,no-brc-977538319,Norwegian Refugee Council,21,1,1,outgoing,167350
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,gb-chc-202918,Oxfam GB,21,1,1,outgoing,815286
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,,Premiere Urgence Internationale,21,1,1,outgoing,1001684
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,,Redd Barna,21,1,1,outgoing,910578
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,,The alliance for international medical action (FR),21,1,1,outgoing,1347858
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,xm-dac-41122,UNICEF,40,1,1,outgoing,4976960
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,xm-ocha-fts,"UNITED NATIONS, OFFICE FOR THE COORDINATION OF HUMANITARIAN AFFAIRS",21,1,1,outgoing,552684
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,xm-dac-41114,United Nations Development Programme,40,1,1,outgoing,676485
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,xm-dac-41140,World Food Programme,40,1,1,outgoing,4107862
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,xm-dac-928,World Health Organization,40,1,1,outgoing,14469328
xi-iati-ec_echo,European Commission - Humanitarian Aid & Civil Protection,15,,,,nl-kvk-41009723,ZOA,21,1,1,outgoing,887788
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,(Direct expenditure),,0,1,outgoing,37901
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Acted,,0,1,outgoing,413051
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Action Contre La Faim*Acf,,0,0,outgoing,1626397
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Action Contre La Faim*Acf,,0,1,outgoing,415490
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,African Union*Union Africaine Uniao Africana,,0,1,outgoing,2321286
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Agence Europeenne Pour Le Developpement Et La Sante,,0,1,outgoing,35586
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Association Federation Handicap International*Hi Handicap International Federation,,0,0,outgoing,1059132
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Baker Tilly Belgium Bedrijfsrevisoren,,0,1,outgoing,11459
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Cowi Belgium Sprl,,0,0,outgoing,226050
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Croix Rouge Burkinabe Association*,,0,1,outgoing,1533822
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Croix-Rouge Francaise,21,0,1,outgoing,660663
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Emergency Life Support For Civilian War Victims Ong Onlus,,0,1,outgoing,2878760
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Fondazione Terre Des Hommes Italia,,0,1,outgoing,377414
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Insuco Guinee Sarl Unipersonnelle*,,0,1,outgoing,242875
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Medecins D Afrique Association*Mda,,0,0,outgoing,406504
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Office International Des Epizooties*World Organisation For Animal Health Organisation Mondiale De La Sante Animale,,0,1,outgoing,6314752
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Plan International Deutschland Ev*Plan,,0,1,outgoing,3314017
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Republique De Guinee* Republic Ofguinea,,0,0,outgoing,27186880
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Republique Du Congo*Republic Of Thecongo,,0,1,outgoing,443686
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Societe D'Equipement Pour L'Afrique Haute-Volta Sarl*,,0,1,outgoing,337078
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,Societe De Gestion De L'Equipementet De La Maintenance Biomedicale*,,0,1,outgoing,1068404
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,United Nations Children'S Fund*Le Ffonds Des Nations Unies Pour L'Enfance,,0,0,outgoing,6685684
